Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD,FPts,FPts/G,Week
Tyreek Hill,KC,1,14,11,102,1,2,-2,0,16.0,16.0,11
Nelson Agholor,LV,1,9,6,88,1,0,0,0,14.8,14.8,11
D.J. Moore,CAR,1,11,7,127,0,1,21,0,14.8,14.8,11
Justin Jefferson,MIN,1,5,3,86,1,0,0,0,14.6,14.6,11
Cooper Kupp,LAR,1,13,11,145,0,0,0,0,14.5,14.5,11
Curtis Samuel,CAR,1,10,8,70,1,1,4,0,13.4,13.4,11
Mike Williams,LAC,1,7,4,72,1,0,0,0,13.2,13.2,11
Tyler Lockett,SEA,1,9,9,67,1,0,0,0,12.7,12.7,11
Michael Pittman Jr,IND,1,3,3,66,1,0,0,0,12.6,12.6,11
A.J. Brown,TEN,1,7,4,62,1,0,0,0,12.2,12.2,11
DeVante Parker,MIA,1,9,6,61,1,0,0,0,12.1,12.1,11
Chase Claypool,PIT,1,8,4,59,1,0,0,0,11.9,11.9,11
Tim Patrick,DEN,1,8,5,119,0,0,0,0,11.9,11.9,11
Breshad Perriman,NYJ,1,4,2,54,1,0,0,0,11.4,11.4,11
Corey Davis,TEN,1,7,5,113,0,0,0,0,11.3,11.3,11
Chris Godwin,TB,1,10,7,53,1,0,0,0,11.3,11.3,11
Diontae Johnson,PIT,1,16,12,111,0,0,0,0,11.1,11.1,11
Mike Evans,TB,1,9,5,49,1,0,0,0,10.9,10.9,11
CeeDee Lamb,DAL,1,6,4,34,1,2,12,0,10.6,10.6,11
DK Metcalf,SEA,1,5,3,46,1,0,0,0,10.6,10.6,11
Michael Thomas,NO,1,12,9,104,0,0,0,0,10.4,10.4,11
A.J. Green,CIN,1,9,4,41,1,0,0,0,10.1,10.1,11
Calvin Ridley,ATL,1,9,5,90,0,0,0,0,9.0,9.0,11
Tyler Boyd,CIN,1,11,9,85,0,0,0,0,8.5,8.5,11
Brandin Cooks,HOU,1,5,4,85,0,0,0,0,8.5,8.5,11
Terry McLaurin,WAS,1,7,5,84,0,0,0,0,8.4,8.4,11
Amari Cooper,DAL,1,7,6,81,0,0,0,0,8.1,8.1,11
Will Fuller,HOU,1,8,6,80,0,0,0,0,8.0,8.0,11
KhaDarel Hodge,CLE,1,5,3,73,0,0,0,0,7.3,7.3,11
Steven Sims,WAS,1,3,3,13,1,0,0,0,7.3,7.3,11
Denzel Mims,NYJ,1,8,3,71,0,0,0,0,7.1,7.1,11
Keke Coutee,HOU,1,4,2,10,1,0,0,0,7.0,7.0,11
Randall Cobb,HOU,1,2,2,7,1,0,0,0,6.7,6.7,11
Van Jefferson,LAR,1,1,1,7,1,0,0,0,6.7,6.7,11
Emmanuel Sanders,NO,1,5,4,66,0,0,0,0,6.6,6.6,11
Rashard Higgins,CLE,1,4,3,65,0,0,0,0,6.5,6.5,11
Larry Fitzgerald,ARI,1,10,8,62,0,0,0,0,6.2,6.2,11
Antonio Brown,TB,1,13,8,57,0,1,1,0,5.8,5.8,11
Russell Gage,ATL,1,12,7,58,0,0,0,0,5.8,5.8,11
Tyron Johnson,LAC,1,1,1,54,0,0,0,0,5.4,5.4,11
Zach Pascal,IND,1,3,3,54,0,0,0,0,5.4,5.4,11
Jalen Reagor,PHI,1,5,4,52,0,0,0,0,5.2,5.2,11
DeAndre Hopkins,ARI,1,8,5,51,0,0,0,0,5.1,5.1,11
Marvin Jones,DET,1,6,4,51,0,0,0,0,5.1,5.1,11
Christian Kirk,ARI,1,6,4,50,0,0,0,0,5.0,5.0,11
Robby Anderson,CAR,1,9,7,46,0,0,0,0,4.6,4.6,11
Demarcus Robinson,KC,1,8,6,44,0,0,0,0,4.4,4.4,11
D.J. Chark,JAC,1,8,4,41,0,0,0,0,4.1,4.1,11
N'Keal Harry,NE,1,8,5,41,0,0,0,0,4.1,4.1,11
Julio Jones,ATL,1,2,2,39,0,0,0,0,3.9,3.9,11
Jakobi Meyers,NE,1,3,3,38,0,0,0,0,3.8,3.8,11
Jerry Jeudy,DEN,1,8,3,37,0,0,0,0,3.7,3.7,11
Hunter Renfrow,LV,1,2,2,37,0,0,0,0,3.7,3.7,11
T.Y. Hilton,IND,1,6,3,36,0,0,0,0,3.6,3.6,11
KJ Hamler,DEN,1,6,4,35,0,0,0,0,3.5,3.5,11
Marquez Valdes-Scantling,GB,1,6,3,55,0,0,0,0,3.5,3.5,11
Josh Reynolds,LAR,1,6,3,32,0,0,0,0,3.2,3.2,11
Michael Gallup,DAL,1,5,2,29,0,0,0,0,2.9,2.9,11
Christian Blake,ATL,1,4,2,28,0,0,0,0,2.8,2.8,11
Dez Bryant,BAL,1,5,4,28,0,0,0,0,2.8,2.8,11
Keelan Cole,JAC,1,5,2,26,0,0,0,0,2.6,2.6,11
Tee Higgins,CIN,1,10,3,26,0,0,0,0,2.6,2.6,11
Jarvis Landry,CLE,1,2,2,23,0,1,3,0,2.6,2.6,11
Cameron Batson,TEN,1,2,2,21,0,1,4,0,2.5,2.5,11
Deonte Harris,NO,1,1,1,2,0,1,23,0,2.5,2.5,11
Ray-Ray McCloud,PIT,1,4,4,20,0,1,3,0,2.3,2.3,11
Malcolm Perry,MIA,1,5,3,23,0,0,0,0,2.3,2.3,11
Willie Snead,BAL,1,7,3,23,0,0,0,0,2.3,2.3,11
Equanimeous St. Brown,GB,1,1,1,23,0,0,0,0,2.3,2.3,11
DeMichael Harris,IND,1,1,1,1,0,2,19,0,2.0,2.0,11
Cam Sims,WAS,1,2,2,20,0,0,0,0,2.0,2.0,11
JuJu Smith-Schuster,PIT,1,5,4,19,0,0,0,0,1.9,1.9,11
Zay Jones,LV,1,1,1,18,0,0,0,0,1.8,1.8,11
Allen Lazard,GB,1,4,2,18,0,0,0,0,1.8,1.8,11
Byron Pringle,KC,1,4,3,17,0,0,0,0,1.7,1.7,11
Henry Ruggs III,LV,1,1,1,5,0,1,12,0,1.7,1.7,11
Jamison Crowder,NYJ,1,3,1,16,0,0,0,0,1.6,1.6,11
Marvin Hall,DET,1,3,3,16,0,0,0,0,1.6,1.6,11
Mecole Hardman,KC,1,1,1,16,0,0,0,0,1.6,1.6,11
Jakeem Grant,MIA,1,6,2,12,0,1,3,0,1.5,1.5,11
Donte Moncrief,NE,1,2,1,15,0,0,0,0,1.5,1.5,11
Marcus Johnson,IND,1,3,1,14,0,0,0,0,1.4,1.4,11
James Proche,BAL,1,1,1,14,0,0,0,0,1.4,1.4,11
Antonio Callaway,MIA,1,1,1,13,0,0,0,0,1.3,1.3,11
Chris Conley,JAC,1,4,1,13,0,0,0,0,1.3,1.3,11
James Washington,PIT,1,3,1,12,0,0,0,0,1.2,1.2,11
Jamal Agnew,DET,1,6,3,10,0,0,0,0,1.0,1.0,11
Alex Erickson,CIN,1,1,1,8,0,1,2,0,1.0,1.0,11
Olamide Zaccheaus,ATL,1,1,1,10,0,0,0,0,1.0,1.0,11
Quintez Cephus,DET,1,2,1,9,0,0,0,0,0.9,0.9,11
Mack Hollins,MIA,1,2,1,9,0,0,0,0,0.9,0.9,11
Olabisi Johnson,MIN,1,1,1,9,0,0,0,0,0.9,0.9,11
Greg Ward,PHI,1,4,3,9,0,0,0,0,0.9,0.9,11
Travis Fulgham,PHI,1,7,1,8,0,0,0,0,0.8,0.8,11
Nick Westbrook-Ikhine,TEN,1,1,1,7,0,0,0,0,0.7,0.7,11
Cedrick Wilson,DAL,1,2,1,7,0,0,0,0,0.7,0.7,11
Isaiah Wright,WAS,1,1,1,7,0,0,0,0,0.7,0.7,11
Noah Brown,DAL,1,1,1,6,0,0,0,0,0.6,0.6,11
Andy Isabella,ARI,1,2,1,6,0,0,0,0,0.6,0.6,11
Devin Duvernay,BAL,1,2,1,5,0,0,0,0,0.5,0.5,11
David Moore,SEA,1,2,2,5,0,0,0,0,0.5,0.5,11
Jeff Smith,NYJ,1,1,1,5,0,0,0,0,0.5,0.5,11
Auden Tate,CIN,1,2,1,5,0,0,0,0,0.5,0.5,11
Jalen Guyton,LAC,1,1,1,4,0,0,0,0,0.4,0.4,11
Brandon Powell,ATL,1,0,0,0,0,1,3,0,0.3,0.3,11
Bryan Edwards,LV,1,2,1,1,0,0,0,0,0.1,0.1,11
Marquise Brown,BAL,1,3,0,0,0,0,0,0,0.0,0.0,11
Alshon Jeffery,PHI,1,1,0,0,0,0,0,0,0.0,0.0,11
Darrius Shepherd,GB,1,0,0,0,0,0,0,0,-2.0,-2.0,11
Tyreek Hill,KC,1,15,13,269,3,0,0,0,44.9,44.9,12
Will Fuller,HOU,1,7,6,171,2,0,0,0,29.1,29.1,12
Jarvis Landry,CLE,1,11,8,143,1,0,0,0,20.3,20.3,12
Allen Robinson,CHI,1,13,8,74,2,0,0,0,19.4,19.4,12
Justin Jefferson,MIN,1,13,7,70,2,0,0,0,19.0,19.0,12
DK Metcalf,SEA,1,13,10,177,0,0,0,0,17.7,17.7,12
Amari Cooper,DAL,1,8,6,112,1,0,0,0,17.2,17.2,12
Mike Evans,TB,1,9,3,50,2,0,0,0,17.0,17.0,12
A.J. Brown,TEN,1,6,4,98,1,0,0,0,15.8,15.8,12
Collin Johnson,JAC,1,8,4,96,1,0,0,0,15.6,15.6,12
Robby Anderson,CAR,1,7,4,94,1,0,0,0,15.4,15.4,12
Marquise Brown,BAL,1,8,4,85,1,0,0,0,14.5,14.5,12
T.Y. Hilton,IND,1,5,4,81,1,0,0,0,14.1,14.1,12
Gabriel Davis,BUF,1,4,3,79,1,0,0,0,13.9,13.9,12
Deebo Samuel,SF,1,13,11,133,0,0,0,0,13.3,13.3,12
Davante Adams,GB,1,9,6,61,1,0,0,0,12.1,12.1,12
DeVante Parker,MIA,1,14,8,119,0,0,0,0,11.9,11.9,12
Calvin Ridley,ATL,1,9,6,50,1,0,0,0,11.0,11.0,12
Tee Higgins,CIN,1,5,5,44,1,0,0,0,10.4,10.4,12
Chad Beebe,MIN,1,7,7,63,1,0,0,0,10.3,10.3,12
Keenan Allen,LAC,1,10,4,40,1,0,0,0,10.0,10.0,12
Chris Godwin,TB,1,9,8,97,0,0,0,0,9.7,9.7,12
JuJu Smith-Schuster,PIT,1,9,8,37,1,0,0,0,9.7,9.7,12
Terry McLaurin,WAS,1,9,7,92,0,0,0,0,9.2,9.2,12
Mohamed Sanu,DET,1,4,4,32,1,0,0,0,9.2,9.2,12
Robert Woods,LAR,1,12,7,80,0,1,8,0,8.8,8.8,12
Brandin Cooks,HOU,1,5,5,85,0,0,0,0,8.5,8.5,12
Allen Lazard,GB,1,6,4,23,1,0,0,0,8.3,8.3,12
Breshad Perriman,NYJ,1,8,4,79,0,0,0,0,7.9,7.9,12
Curtis Samuel,CAR,1,5,5,72,0,1,5,0,7.7,7.7,12
Olabisi Johnson,MIN,1,7,7,74,0,0,0,0,7.4,7.4,12
Hunter Renfrow,LV,1,9,7,73,0,0,0,0,7.3,7.3,12
Corey Davis,TEN,1,3,3,70,0,0,0,0,7.0,7.0,12
Sterling Shepard,NYG,1,8,7,64,0,1,4,0,6.8,6.8,12
Denzel Mims,NYJ,1,8,4,67,0,0,0,0,6.7,6.7,12
Brandon Powell,ATL,1,2,2,4,1,0,0,0,6.4,6.4,12
Tyron Johnson,LAC,1,4,2,63,0,0,0,0,6.3,6.3,12
D.J. Moore,CAR,1,9,4,61,0,0,0,0,6.1,6.1,12
DeAndre Hopkins,ARI,1,7,5,55,0,0,0,0,5.5,5.5,12
David Moore,SEA,1,3,3,-6,1,1,1,0,5.5,5.5,12
Nelson Agholor,LV,1,6,5,54,0,0,0,0,5.4,5.4,12
Henry Ruggs III,LV,1,5,3,56,0,1,-2,0,5.4,5.4,12
Chase Claypool,PIT,1,9,6,52,0,0,0,0,5.2,5.2,12
Jakobi Meyers,NE,1,6,5,52,0,0,0,0,5.2,5.2,12
Michael Thomas,NO,1,6,4,50,0,1,1,0,5.1,5.1,12
Marvin Jones,DET,1,12,6,48,0,0,0,0,4.8,4.8,12
Diontae Johnson,PIT,1,13,8,46,0,0,0,0,4.6,4.6,12
Equanimeous St. Brown,GB,1,2,2,39,0,1,7,0,4.6,4.6,12
Keelan Cole,JAC,1,6,3,44,0,0,0,0,4.4,4.4,12
Michael Gallup,DAL,1,8,6,41,0,0,0,0,4.1,4.1,12
Cooper Kupp,LAR,1,5,2,41,0,0,0,0,4.1,4.1,12
Josh Reynolds,LAR,1,6,5,40,0,0,0,0,4.0,4.0,12
Stefon Diggs,BUF,1,9,7,39,0,0,0,0,3.9,3.9,12
Sammy Watkins,KC,1,7,4,38,0,0,0,0,3.8,3.8,12
Laviska Shenault,JAC,1,4,3,31,0,1,6,0,3.7,3.7,12
Demarcus Robinson,KC,1,6,5,36,0,0,0,0,3.6,3.6,12
Golden Tate,NYG,1,9,4,36,0,0,0,0,3.6,3.6,12
Kendrick Bourne,SF,1,5,3,34,0,0,0,0,3.4,3.4,12
Russell Gage,ATL,1,5,3,34,0,0,0,0,3.4,3.4,12
Darnell Mooney,CHI,1,9,3,34,0,0,0,0,3.4,3.4,12
Damiere Byrd,NE,1,7,3,33,0,0,0,0,3.3,3.3,12
Jalen Guyton,LAC,1,4,3,33,0,0,0,0,3.3,3.3,12
Andy Isabella,ARI,1,6,4,33,0,0,0,0,3.3,3.3,12
Jamison Crowder,NYJ,1,5,3,31,0,0,0,0,3.1,3.1,12
KhaDarel Hodge,CLE,1,3,3,31,0,0,0,0,3.1,3.1,12
Richie James,SF,1,1,1,29,0,0,0,0,2.9,2.9,12
Anthony Miller,CHI,1,6,3,28,0,0,0,0,2.8,2.8,12
Michael Pittman Jr,IND,1,9,2,28,0,0,0,0,2.8,2.8,12
Quintez Cephus,DET,1,2,2,27,0,0,0,0,2.7,2.7,12
Mike Williams,LAC,1,5,3,26,0,0,0,0,2.6,2.6,12
Cole Beasley,BUF,1,4,2,25,0,0,0,0,2.5,2.5,12
Mecole Hardman,KC,1,5,3,23,0,0,0,0,2.3,2.3,12
Tyler Lockett,SEA,1,4,3,23,0,0,0,0,2.3,2.3,12
Zach Pascal,IND,1,4,1,23,0,0,0,0,2.3,2.3,12
CeeDee Lamb,DAL,1,7,5,21,0,0,0,0,2.1,2.1,12
Devin Duvernay,BAL,1,3,3,20,0,0,0,0,2.0,2.0,12
Mack Hollins,MIA,1,3,2,19,0,0,0,0,1.9,1.9,12
Christian Kirk,ARI,1,6,3,19,0,1,0,0,1.9,1.9,12
James Washington,PIT,1,3,2,19,0,0,0,0,1.9,1.9,12
Christian Blake,ATL,1,1,1,17,0,0,0,0,1.7,1.7,12
Keke Coutee,HOU,1,3,2,17,0,0,0,0,1.7,1.7,12
Travis Fulgham,PHI,1,2,2,16,0,0,0,0,1.6,1.6,12
Marvin Hall,DET,1,4,2,16,0,0,0,0,1.6,1.6,12
Riley Ridley,CHI,1,2,2,16,0,0,0,0,1.6,1.6,12
Tre'Quan Smith,NO,1,1,1,16,0,0,0,0,1.6,1.6,12
Tyler Boyd,CIN,1,6,3,15,0,0,0,0,1.5,1.5,12
Bryan Edwards,LV,1,2,1,15,0,0,0,0,1.5,1.5,12
Jakeem Grant,MIA,1,2,2,15,0,0,0,0,1.5,1.5,12
Rashard Higgins,CLE,1,2,1,15,0,0,0,0,1.5,1.5,12
Dontrelle Inman,WAS,1,1,1,15,0,0,0,0,1.5,1.5,12
Alshon Jeffery,PHI,1,4,2,15,0,0,0,0,1.5,1.5,12
C.J. Board,NYG,1,1,1,11,0,0,0,0,1.1,1.1,12
Antonio Brown,TB,1,3,2,11,0,0,0,0,1.1,1.1,12
Jalen Reagor,PHI,1,7,3,11,0,0,0,0,1.1,1.1,12
Olamide Zaccheaus,ATL,1,3,1,11,0,0,0,0,1.1,1.1,12
Cordarrelle Patterson,CHI,1,0,0,0,0,2,8,0,0.8,0.8,12
Malcolm Perry,MIA,1,1,1,8,0,0,0,0,0.8,0.8,12
Steven Sims,WAS,1,1,1,8,0,0,0,0,0.8,0.8,12
Antonio Callaway,MIA,1,1,1,7,0,0,0,0,0.7,0.7,12
KeeSean Johnson,ARI,1,1,1,7,0,0,0,0,0.7,0.7,12
Jeff Smith,NYJ,1,1,1,7,0,0,0,0,0.7,0.7,12
Cameron Batson,TEN,1,0,0,0,0,1,5,0,0.5,0.5,12
Emmanuel Sanders,NO,1,1,1,4,0,0,0,0,0.4,0.4,12
DeMichael Harris,IND,1,1,1,1,0,1,2,0,0.3,0.3,12
Zay Jones,LV,1,1,1,3,0,0,0,0,0.3,0.3,12
Greg Ward,PHI,1,3,1,3,0,0,0,0,0.3,0.3,12
John Hightower,PHI,1,1,1,1,0,0,0,0,0.1,0.1,12
Gunner Olszewski,NE,1,0,0,0,0,1,1,0,0.1,0.1,12
Jamal Agnew,DET,1,1,0,0,0,0,0,0,0.0,0.0,12
Lynn Bowden Jr,MIA,1,1,0,0,0,0,0,0,0.0,0.0,12
Dez Bryant,BAL,1,2,0,0,0,0,0,0,0.0,0.0,12
A.J. Green,CIN,1,3,0,0,0,0,0,0,0.0,0.0,12
DaeSean Hamilton,DEN,1,1,0,0,0,0,0,0,0.0,0.0,12
Jerry Jeudy,DEN,1,1,0,0,0,0,0,0,0.0,0.0,12
Tyler Johnson,TB,1,1,0,0,0,0,0,0,0.0,0.0,12
Scotty Miller,TB,1,1,0,0,0,0,0,0,0.0,0.0,12
Tim Patrick,DEN,1,2,0,0,0,0,0,0,0.0,0.0,12
James Proche,BAL,1,1,0,0,0,0,0,0,0.0,0.0,12
Kalif Raymond,TEN,1,1,0,0,0,0,0,0,0.0,0.0,12
Tajae Sharpe,MIN,1,1,0,0,0,0,0,0,0.0,0.0,12
Darius Slayton,NYG,1,2,0,0,0,0,0,0,0.0,0.0,12
Auden Tate,CIN,1,2,0,0,0,0,0,0,0.0,0.0,12
Taywan Taylor,CLE,1,1,0,0,0,0,0,0,0.0,0.0,12
Isaiah McKenzie,BUF,1,0,0,0,0,1,-1,0,-0.1,-0.1,12
Cedrick Wilson,DAL,1,0,0,0,0,1,-1,0,-0.1,-0.1,12
N'Keal Harry,NE,1,3,0,0,0,1,-2,0,-0.2,-0.2,12
Alex Erickson,CIN,1,0,0,0,0,1,-4,0,-0.4,-0.4,12
KJ Hamler,DEN,1,0,0,0,0,2,-8,0,-0.8,-0.8,12
Ray-Ray McCloud,PIT,1,1,1,8,0,0,0,0,-1.2,-1.2,12
Corey Davis,TEN,1,12,11,182,1,0,0,0,24.2,24.2,13
Davante Adams,GB,1,12,10,121,2,0,0,0,24.1,24.1,13
Cole Beasley,BUF,1,11,9,130,1,0,0,0,19.0,19.0,13
Justin Jefferson,MIN,1,12,9,121,1,1,2,0,18.3,18.3,13
Marvin Jones,DET,1,12,8,116,1,0,0,0,17.6,17.6,13
T.Y. Hilton,IND,1,11,8,110,1,0,0,0,17.0,17.0,13
Jamison Crowder,NYJ,1,7,5,47,2,0,0,0,16.7,16.7,13
Tim Patrick,DEN,1,4,4,44,2,0,0,0,16.4,16.4,13
Brandon Aiyuk,SF,1,9,5,95,1,0,0,0,15.5,15.5,13
Rashard Higgins,CLE,1,9,6,95,1,0,0,0,15.5,15.5,13
Donovan Peoples-Jones,CLE,1,3,2,92,1,0,0,0,15.2,15.2,13
Michael Gallup,DAL,1,11,7,86,1,0,0,0,14.6,14.6,13
Keke Coutee,HOU,1,9,8,141,0,0,0,0,14.1,14.1,13
James Washington,PIT,1,4,2,80,1,0,0,0,14.0,14.0,13
Adam Thielen,MIN,1,11,8,75,1,0,0,0,13.5,13.5,13
Tyler Boyd,CIN,1,4,1,72,1,0,0,0,13.2,13.2,13
Diontae Johnson,PIT,1,12,8,71,1,0,0,0,13.1,13.1,13
Gabriel Davis,BUF,1,4,3,68,1,0,0,0,12.8,12.8,13
Laviska Shenault,JAC,1,3,3,38,1,2,30,0,12.8,12.8,13
Henry Ruggs III,LV,1,4,3,84,1,0,0,0,12.4,12.4,13
Quintez Cephus,DET,1,4,2,63,1,0,0,0,12.3,12.3,13
Cordarrelle Patterson,CHI,1,2,1,4,0,10,59,1,12.3,12.3,13
Jarvis Landry,CLE,1,10,8,62,1,0,0,0,12.2,12.2,13
Greg Ward,PHI,1,5,3,57,1,0,0,0,11.7,11.7,13
Amari Cooper,DAL,1,9,5,43,1,1,10,0,11.3,11.3,13
DeAndre Hopkins,ARI,1,13,8,52,1,0,0,0,11.2,11.2,13
Russell Gage,ATL,1,8,4,51,1,0,0,0,11.1,11.1,13
Calvin Ridley,ATL,1,10,5,108,0,0,0,0,10.8,10.8,13
Tre'Quan Smith,NO,1,6,3,42,1,1,3,0,10.5,10.5,13
Michael Thomas,NO,1,11,9,105,0,0,0,0,10.5,10.5,13
Chad Hansen,HOU,1,7,5,101,0,0,0,0,10.1,10.1,13
Marquise Brown,BAL,1,8,5,39,1,0,0,0,9.9,9.9,13
Miles Boykin,BAL,1,3,1,38,1,0,0,0,9.8,9.8,13
Gunner Olszewski,NE,1,1,1,38,1,0,0,0,9.8,9.8,13
Julio Jones,ATL,1,10,6,94,0,0,0,0,9.4,9.4,13
Stefon Diggs,BUF,1,11,10,92,0,0,0,0,9.2,9.2,13
Cam Sims,WAS,1,9,5,92,0,0,0,0,9.2,9.2,13
Isaiah McKenzie,BUF,1,2,2,31,1,0,0,0,9.1,9.1,13
Tyreek Hill,KC,1,10,6,58,0,1,30,0,8.8,8.8,13
Robert Woods,LAR,1,11,10,85,0,0,0,0,8.5,8.5,13
DK Metcalf,SEA,1,8,5,80,0,0,0,0,8.0,8.0,13
Deebo Samuel,SF,1,9,6,73,0,1,3,0,7.6,7.6,13
N'Keal Harry,NE,1,3,2,15,1,0,0,0,7.5,7.5,13
Allen Robinson,CHI,1,7,6,75,0,0,0,0,7.5,7.5,13
Cameron Batson,TEN,1,3,3,14,1,1,0,0,7.4,7.4,13
Cooper Kupp,LAR,1,9,8,73,0,0,0,0,7.3,7.3,13
A.J. Brown,TEN,1,7,4,87,0,0,0,0,6.7,6.7,13
Collin Johnson,JAC,1,6,4,66,0,0,0,0,6.6,6.6,13
Brandin Cooks,HOU,1,8,5,65,0,0,0,0,6.5,6.5,13
Tyler Lockett,SEA,1,9,6,63,0,0,0,0,6.3,6.3,13
Danny Amendola,DET,1,5,3,62,0,0,0,0,6.2,6.2,13
Anthony Miller,CHI,1,5,5,56,0,1,3,0,5.9,5.9,13
Tee Higgins,CIN,1,7,5,56,0,0,0,0,5.6,5.6,13
Lynn Bowden Jr,MIA,1,4,4,41,0,1,11,0,5.2,5.2,13
Allen Lazard,GB,1,4,3,50,0,0,0,0,5.0,5.0,13
